EMPLOYEEID;DIVISIONID;DEPARTMENTID;JOBID;JOBCLASSIFICATIONID;MANAGERID;EXITREASON;DATE;EXITDATE;FTE;STANDARDWEEKLYHOURS;WORKINGDAYSPERWEEK;SALARY
E300131;DIV09;DEP032;452;JC_Senior specialist;M300121;Undisclosed;20210218;20991231;1;40;5;53308
E300132;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20180504;20991231;1;40;5;186663
E300133;DIV02;DEP032;434;JC_Expert;M252825;Undisclosed;20210116;20991231;1;40;5;355888
E300134;DIV03;DEP032;453;JC_Expert;M237930;Undisclosed;20210327;20991231;1;40;5;254158
E300135;DIV02;DEP032;251;JC_Associate;M252825;Undisclosed;20210326;20991231;1;40;5;351248
E038906;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200302;20991231;1;40;5;234554
E189955;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200327;20991231;1;40;5;124499
E190690;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200225;20991231;1;40;5;403845
E200527;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20200127;20991231;1;40;5;106533
E068256;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20201214;20991231;1;40;5;83242
E214221;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20200612;20991231;1;40;5;253719
E077964;DIV09;DEP032;452;JC_Senior specialist;M300121;Undisclosed;20200327;20991231;1;40;5;82008
E059597;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200127;20991231;1;40;5;68232
E059905;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200112;20991231;1;40;5;124818
E061008;DIV02;DEP032;454;JC_Manager;M252825;Undisclosed;20201205;20991231;1;40;5;106787
E061514;DIV03;DEP032;291;JC_Associate;M237930;Undisclosed;20200131;20991231;1;40;5;247091
E061957;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20200110;20991231;1;40;5;60287
E064326;DIV02;DEP032;433;JC_Senior specialist;M252825;Undisclosed;20201007;20991231;1;40;5;94187
E065319;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20201128;20991231;1;40;5;112754
E067667;DIV03;DEP032;281;JC_Associate;M237930;Undisclosed;20200127;20991231;1;40;5;42149
E069231;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20200527;20991231;1;40;5;79989
E070933;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20200107;20991231;1;40;5;102092
E071573;DIV02;DEP032;422;JC_Specialist;M252825;Undisclosed;20200216;20991231;1;40;5;94803
E073784;DIV03;DEP032;402;JC_Specialist;M237930;Undisclosed;20200120;20991231;1;40;5;72208
E074283;DIV02;DEP032;401;JC_Associate;M252825;Undisclosed;20200109;20991231;1;40;5;239844
E075045;DIV03;DEP032;450;JC_Associate;M237930;Undisclosed;20200114;20991231;1;40;5;232178
E075312;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200203;20991231;1;40;5;221897
E077642;DIV03;DEP032;450;JC_Associate;M237930;Undisclosed;20200127;20991231;1;40;5;394038
E077693;DIV03;DEP032;292;JC_Specialist;M237930;Undisclosed;20200118;20991231;1;40;5;399393
E077971;DIV03;DEP032;251;JC_Associate;M237930;Undisclosed;20191229;20991231;1;40;5;111301
E079769;DIV02;DEP032;262;JC_Specialist;M252825;Undisclosed;20200225;20991231;1;40;5;197331
E080819;DIV06;DEP032;291;JC_Associate;M044771;Undisclosed;20200112;20991231;1;40;5;116864
E081225;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20200108;20991231;1;40;5;199093
E082123;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20191227;20991231;1;40;5;228364
E083484;DIV04;DEP032;443;JC_Senior specialist;M096889;Undisclosed;20200204;20991231;1;40;5;78492
E086334;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20200119;20991231;1;40;5;245912
E090736;DIV03;DEP032;402;JC_Specialist;M237930;Undisclosed;20200202;20991231;1;40;5;261306
E091007;DIV03;DEP032;422;JC_Specialist;M237930;Undisclosed;20200209;20991231;1;40;5;247743
E091644;DIV09;DEP032;452;JC_Senior specialist;M300121;Undisclosed;20201208;20991231;1;40;5;74932
E091765;DIV03;DEP032;443;JC_Senior specialist;M237930;Undisclosed;20200108;20991231;1;40;5;63017
E093889;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20200430;20991231;1;40;5;397667
E094666;DIV02;DEP032;432;JC_Specialist;M252825;Undisclosed;20201127;20991231;1;40;5;103332
E100470;DIV05;DEP032;432;JC_Specialist;M044139;Undisclosed;20200304;20991231;1;40;5;23467
E103209;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200107;20991231;1;40;5;245034
E103882;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200127;20991231;1;40;5;267124
E104270;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20200128;20991231;1;40;5;114801
E105163;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200614;20991231;1;40;5;258455
E105464;DIV05;DEP032;442;JC_Specialist;M044139;Undisclosed;20200229;20991231;1;40;5;28539
E110822;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200127;20991231;1;40;5;73424
E113245;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20200202;20991231;1;40;5;116440
E114033;DIV02;DEP032;454;JC_Manager;M252825;Undisclosed;20201202;20991231;1;40;5;96743
E116958;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20200127;20991231;1;40;5;83613
E117550;DIV03;DEP032;432;JC_Specialist;M237930;Undisclosed;20200102;20991231;1;40;5;290854
E118196;DIV03;DEP032;411;JC_Associate;M237930;Undisclosed;20200702;20991231;1;40;5;447403
E118393;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200101;20991231;1;40;5;382537
E119790;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20200503;20991231;1;40;5;98375
E120076;DIV02;DEP032;444;JC_Expert;M252825;Undisclosed;20200208;20991231;1;40;5;112133
E120625;DIV03;DEP032;361;JC_Associate;M237930;Undisclosed;20200117;20991231;1;40;5;75484
E122828;DIV03;DEP032;443;JC_Senior specialist;M237930;Undisclosed;20200128;20991231;1;40;5;58099
E122861;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200225;20991231;1;40;5;109384
E123464;DIV03;DEP032;442;JC_Specialist;M237930;Undisclosed;20200225;20991231;1;40;5;123963
E123614;DIV02;DEP032;450;JC_Associate;M252825;Undisclosed;20200203;20991231;1;40;5;89530
E123870;DIV01;DEP032;452;JC_Senior specialist;M144808;Undisclosed;20200327;20991231;1;40;5;77449
E123900;DIV02;DEP032;292;JC_Specialist;M252825;Undisclosed;20200209;20991231;1;40;5;93987
E124453;DIV03;DEP032;442;JC_Specialist;M237930;Undisclosed;20200127;20991231;1;40;5;123708
M124542;DIV06;DEP032;221;JC_Specialist;M124542;Undisclosed;20200128;20991231;1;40;5;91836
E124585;DIV04;DEP032;443;JC_Senior specialist;M019974;Undisclosed;20200304;20991231;1;40;5;52635
E124703;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20200225;20991231;1;40;5;100327
E124811;DIV03;DEP032;442;JC_Specialist;M266882;Undisclosed;20200512;20991231;1;40;5;65380
E124963;DIV04;DEP032;411;JC_Associate;M019974;Undisclosed;20200327;20991231;1;40;5;50928
E129555;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20200827;20991231;1;40;5;80654
E129612;DIV03;DEP032;442;JC_Specialist;M237930;Undisclosed;20200612;20991231;1;40;5;87333
E136882;DIV09;DEP032;452;JC_Senior specialist;M300121;Undisclosed;20200508;20991231;1;40;5;74631
E139314;DIV02;DEP032;251;JC_Associate;M252825;Undisclosed;20201007;20991231;1;40;5;293666
E144990;DIV01;DEP032;452;JC_Senior specialist;M144808;Undisclosed;20201007;20991231;1;40;5;88004
E147379;DIV03;DEP032;251;JC_Associate;M237930;Undisclosed;20191227;20991231;1;40;5;125100
E147645;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200716;20991231;1;40;5;268001
E148235;DIV02;DEP032;444;JC_Expert;M252825;Undisclosed;20200430;20991231;1;40;5;91387
E150199;DIV09;DEP032;450;JC_Associate;M300121;Undisclosed;20201106;20991231;1;40;5;100944
E154246;DIV02;DEP032;351;JC_Associate;M252825;Undisclosed;20200916;20991231;1;40;5;209863
E154573;DIV02;DEP032;450;JC_Associate;M252825;Undisclosed;20200329;20991231;1;40;5;116280
E154717;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20201010;20991231;1;40;5;98248
E156849;DIV03;DEP032;443;JC_Senior specialist;M237930;Undisclosed;20200319;20991231;1;40;5;65152
E157704;DIV05;DEP032;452;JC_Senior specialist;M044139;Undisclosed;20201007;20991231;1;40;5;55293
E162381;DIV03;DEP032;453;JC_Expert;M237930;Undisclosed;20200903;20991231;1;40;5;50769
E163528;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20201009;20991231;1;40;5;83804
E163841;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200225;20991231;1;40;5;116603
E165113;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20200619;20991231;1;40;5;29901
E166370;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20200626;20991231;1;40;5;66544
E166587;DIV03;DEP032;432;JC_Specialist;M237930;Undisclosed;20200926;20991231;1;40;5;52748
E167007;DIV09;DEP032;383;JC_Senior specialist;M300121;Undisclosed;20201009;20991231;1;40;5;57092
E172608;DIV09;DEP032;453;JC_Expert;M300121;Undisclosed;20200327;20991231;1;40;5;70808
E175859;DIV09;DEP032;452;JC_Senior specialist;M300121;Undisclosed;20190103;20991231;1;40;5;61842
E176081;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20200827;20991231;1;40;5;72254
E177531;DIV02;DEP032;442;JC_Specialist;M252825;Undisclosed;20200327;20991231;1;40;5;252584
E179528;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20200927;20991231;1;40;5;252840
E182506;DIV09;DEP032;361;JC_Associate;M300121;Undisclosed;20201107;20991231;1;40;5;60489
E183208;DIV02;DEP032;453;JC_Expert;M252825;Undisclosed;20200812;20991231;1;40;5;47379
E185850;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20200327;20991231;1;40;5;394200
E186735;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200705;20991231;1;40;5;92194
E189114;DIV03;DEP032;450;JC_Associate;M237930;Undisclosed;20200717;20991231;1;40;5;78846
E189305;DIV03;DEP032;442;JC_Specialist;M237930;Undisclosed;20190103;20991231;1;40;5;239260
E300136;DIV05;DEP032;442;JC_Specialist;M044139;Undisclosed;20210323;20991231;1;40;5;31774
E193598;DIV05;DEP032;444;JC_Expert;M044139;Undisclosed;20200903;20991231;1;40;5;29665
E194191;DIV02;DEP032;450;JC_Associate;M252825;Undisclosed;20200411;20991231;1;40;5;370597
E194661;DIV02;DEP032;453;JC_Expert;M252825;Undisclosed;20201214;20991231;1;40;5;221481
E196581;DIV02;DEP032;252;JC_Specialist;M252825;Undisclosed;20200619;20991231;1;40;5;253324
E207712;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20200105;20991231;1;40;5;70113
E212366;DIV02;DEP032;453;JC_Expert;M252825;Undisclosed;20200109;20991231;1;40;5;129210
E213367;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20200714;20991231;1;40;5;6202
E215298;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200127;20991231;1;40;5;91827
E215299;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20200429;20991231;1;40;5;49131
E216214;DIV03;DEP032;291;JC_Associate;M237930;Undisclosed;20200812;20991231;1;40;5;56950
E217543;DIV05;DEP032;443;JC_Senior specialist;M044139;Undisclosed;20200626;20991231;1;40;5;34966
E218589;DIV09;DEP032;445;JC_Manager;M300121;Undisclosed;20200327;20991231;1;40;5;33634
E218667;DIV03;DEP032;451;JC_Specialist;M237930;Undisclosed;20200822;20991231;1;40;5;94877
E225144;DIV02;DEP032;251;JC_Associate;M252825;Undisclosed;20201028;20991231;1;40;5;83288
E225935;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20200727;20991231;1;40;5;83361
E226382;DIV02;DEP032;252;JC_Specialist;M252825;Undisclosed;20200614;20991231;1;40;5;115571
E227427;DIV03;DEP032;252;JC_Specialist;M237930;Undisclosed;20200727;20991231;1;40;5;104003
E233287;DIV05;DEP032;311;JC_Associate;M044139;Undisclosed;20200626;20991231;1;40;5;45719
E233632;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20200718;20991231;1;40;5;284360
E234438;DIV02;DEP032;461;JC_Associate;M252825;Undisclosed;20200227;20991231;1;40;5;280324
E234467;DIV02;DEP032;442;JC_Specialist;M252825;Undisclosed;20200926;20991231;1;40;5;245882
M236347;DIV08;DEP032;272;JC_Senior specialist;M236347;Undisclosed;20200327;20991231;1;40;5;81545
E239448;DIV02;DEP032;450;JC_Associate;M252825;Undisclosed;20200926;20991231;1;40;5;206914
E239976;DIV05;DEP032;455;JC_Director;M044139;Undisclosed;20200730;20991231;1;40;5;45104
E243526;DIV02;DEP032;431;JC_Associate;M252825;Undisclosed;20200611;20991231;1;40;5;58811
E243642;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20200226;20991231;1;40;5;68350
E247549;DIV02;DEP032;453;JC_Expert;M252825;Undisclosed;20200115;20991231;1;40;5;90099
E247581;DIV09;DEP032;452;JC_Senior specialist;M300121;Undisclosed;20200501;20991231;1;40;5;65633
E251031;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200727;20991231;1;40;5;40594
E257321;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20200904;20991231;1;40;5;204522
E260052;DIV02;DEP032;432;JC_Specialist;M252825;Undisclosed;20201027;20991231;1;40;5;293260
E266317;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20200328;20991231;1;40;5;63781
E269226;DIV02;DEP032;292;JC_Specialist;M252825;Undisclosed;20200729;20991231;1;40;5;223767
E269472;DIV03;DEP032;461;JC_Associate;M237930;Undisclosed;20191227;20991231;1;40;5;240493
E270011;DIV02;DEP032;322;JC_Senior specialist;M252825;Undisclosed;20200817;20991231;1;40;5;26984
E273097;DIV09;DEP032;443;JC_Senior specialist;M300121;Undisclosed;20200701;20991231;1;40;5;71948
E275852;DIV02;DEP032;252;JC_Specialist;M252825;Undisclosed;20200609;20991231;1;40;5;279407
E292560;DIV02;DEP032;402;JC_Specialist;M252825;Undisclosed;20200612;20991231;1;40;5;105411
E294149;DIV02;DEP032;241;JC_Specialist;M252825;Undisclosed;20200226;20991231;1;40;5;72635
E294999;DIV02;DEP032;442;JC_Specialist;M252825;Undisclosed;20201009;20991231;1;40;5;134602
E295212;DIV03;DEP032;443;JC_Senior specialist;M237930;Undisclosed;20201027;20991231;1;40;5;65812
E298205;DIV07;DEP032;444;JC_Expert;M154464;Undisclosed;20200401;20991231;1;40;5;44857
E298613;DIV02;DEP032;442;JC_Specialist;M252825;Undisclosed;20200116;20991231;1;40;5;31168
E298774;DIV03;DEP032;215;JC_Manager;M237930;Undisclosed;20200312;20991231;1;40;5;31830
E299182;DIV02;DEP032;450;JC_Associate;M252825;Undisclosed;20200216;20991231;1;40;5;75234
E299238;DIV03;DEP032;252;JC_Specialist;M266882;Undisclosed;20200327;20991231;1;40;5;28987
E299276;DIV03;DEP032;452;JC_Senior specialist;M266882;Undisclosed;20200506;20991231;1;40;5;31785
E299305;DIV05;DEP032;601;JC_Executive;M044139;Undisclosed;20200317;20991231;1;40;5;71578
E299557;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20200321;20991231;1;40;5;240856
E300141;DIV02;DEP032;401;JC_Associate;M252825;Undisclosed;20210503;20991231;1;40;5;877594
E300142;DIV09;DEP032;455;JC_Director;M300121;Undisclosed;20210502;20991231;1;40;5;143132
E300143;DIV03;DEP032;434;JC_Expert;M237930;Undisclosed;20210502;20991231;1;40;5;432791
E300144;DIV05;DEP032;423;JC_Senior specialist;M044139;Undisclosed;20210305;20991231;1;40;5;94818
E300145;DIV03;DEP032;447;JC_Executive;M237930;Undisclosed;20210318;20991231;1;40;5;519575
E300146;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20210217;20991231;1;40;5;246974
E000119;DIV03;DEP032;461;JC_Associate;M237930;Volutary termination - Worklife balance;20131228;20210209;1;40;5;83357
E002659;DIV04;DEP032;443;JC_Senior specialist;M200979;Volutary termination - Worklife balance;20131228;20200803;1;40;5;59892
E005490;DIV09;DEP032;453;JC_Expert;M300121;Volutary termination - Worklife balance;20131228;20191031;1;40;5;66092
E006078;DIV09;DEP032;452;JC_Senior specialist;M300121;Volutary termination - Worklife balance;20131228;20201122;1;40;5;76212
E006328;DIV02;DEP032;452;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20131228;20191112;1;40;5;71812
E011537;DIV06;DEP032;445;JC_Manager;M042395;Volutary termination - Worklife balance;20131228;20210330;1;40;5;33102
E016011;DIV02;DEP032;452;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20131228;20200802;1;40;5;49779
E016751;DIV03;DEP032;452;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20131228;20200805;1;40;5;114532
E019024;DIV04;DEP032;252;JC_Specialist;M095280;Volutary termination - Worklife balance;20140103;20200622;1;40;5;86360
E019552;DIV03;DEP032;452;JC_Senior specialist;M266882;Volutary termination - Worklife balance;20140103;20201112;1;40;5;6986
E023704;DIV09;DEP032;444;JC_Expert;M300121;Volutary termination - Worklife balance;20140103;20201101;1;40;5;59436
E024178;DIV03;DEP032;252;JC_Specialist;M237930;Volutary termination - Worklife balance;20140103;20200328;1;40;5;69674
E026142;DIV03;DEP032;453;JC_Expert;M237930;Volutary termination - Worklife balance;20140103;20200817;1;40;5;107477
E027681;DIV03;DEP032;432;JC_Specialist;M237930;Volutary termination - Worklife balance;20140210;20210216;1;40;5;105423
E028037;DIV03;DEP032;444;JC_Expert;M237930;Volutary termination - Worklife balance;20140210;20201124;1;40;5;81532
E029680;DIV02;DEP032;461;JC_Associate;M252825;Volutary termination - Worklife balance;20140210;20200421;1;40;5;74493
E031705;DIV03;DEP032;452;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20140210;20200718;1;40;5;233729
E034330;DIV03;DEP032;452;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20180103;20210311;1;40;5;84861
E034524;DIV03;DEP032;443;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20180103;20201027;1;40;5;71146
E035912;DIV02;DEP032;444;JC_Expert;M252825;Volutary termination - Worklife balance;20180103;20200130;1;40;5;98407
E036468;DIV03;DEP032;453;JC_Expert;M237930;Volutary termination - Worklife balance;20180103;20210429;1;40;5;112192
M038623;DIV03;DEP032;447;JC_Executive;M237930;Volutary termination - Worklife balance;20180103;20210518;1;40;5;480609
E041406;DIV06;DEP032;445;JC_Manager;M044771;Volutary termination - Worklife balance;20180103;20200516;1;40;5;102357
E044486;DIV02;DEP032;444;JC_Expert;M252825;Volutary termination - Worklife balance;20180203;20200207;1;40;5;77758
E046110;DIV03;DEP032;443;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20180203;20200703;1;40;5;71170
E046332;DIV09;DEP032;452;JC_Senior specialist;M300121;Volutary termination - Worklife balance;20180203;20200105;1;40;5;54090
E047034;DIV03;DEP032;452;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20180203;20200422;1;40;5;60661
E048778;DIV02;DEP032;452;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20180303;20200527;1;40;5;113658
E050505;DIV03;DEP032;443;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20180303;20200805;1;40;5;105170
E050934;DIV02;DEP032;452;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20180303;20210210;1;40;5;288827
E051819;DIV02;DEP032;461;JC_Associate;M252825;Volutary termination - Worklife balance;20180303;20210712;1;40;5;92605
E052950;DIV09;DEP032;442;JC_Specialist;M300121;Volutary termination - Worklife balance;20180303;20191124;1;40;5;53490
E053122;DIV01;DEP032;454;JC_Manager;M144808;Volutary termination - Worklife balance;20180303;20200217;1;40;5;48807
E053377;DIV09;DEP032;452;JC_Senior specialist;M300121;Volutary termination - Worklife balance;20180403;20200222;1;40;5;74479
E057312;DIV02;DEP032;452;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20180403;20200811;1;40;5;62945
E062815;DIV03;DEP032;252;JC_Specialist;M237930;Volutary termination - Worklife balance;20180603;20210504;1;40;5;44666
E063341;DIV05;DEP032;291;JC_Associate;M044139;Volutary termination - Worklife balance;20180903;20191128;1;40;5;58565
E063477;DIV05;DEP032;292;JC_Specialist;M044139;Volutary termination - Worklife balance;20180903;20210209;1;40;5;28462
E064093;DIV09;DEP032;452;JC_Senior specialist;M300121;Volutary termination - Worklife balance;20180903;20201105;1;40;5;50005
E065639;DIV03;DEP032;442;JC_Specialist;M237930;Volutary termination - Worklife balance;20180903;20200724;1;40;5;85667
E066317;DIV02;DEP032;442;JC_Specialist;M252825;Volutary termination - Worklife balance;20180903;20200618;1;40;5;92140
E067775;DIV02;DEP032;232;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20180903;20200402;1;40;5;81024
E069921;DIV09;DEP032;444;JC_Expert;M300121;Volutary termination - Worklife balance;20180203;20201212;1;40;5;67075
E078864;DIV02;DEP023;452;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20180103;20200730;1;40;5;109220
E085128;DIV07;DEP023;452;JC_Senior specialist;M154464;Volutary termination - Worklife balance;20180103;20200630;1;40;5;90453
E086814;DIV03;DEP023;231;JC_Specialist;M237930;Volutary termination - Worklife balance;20180103;20210714;1;40;5;256639
E086842;DIV09;DEP023;341;JC_Associate;M300121;Volutary termination - Worklife balance;20140210;20210204;1;40;5;65964
E091401;DIV05;DEP023;443;JC_Senior specialist;M044139;Volutary termination - Worklife balance;20140210;20210316;1;40;5;77832
E092199;DIV03;DEP023;454;JC_Manager;M237930;Volutary termination - Worklife balance;20140210;20210209;1;40;5;234776
E092761;DIV02;DEP023;453;JC_Expert;M252825;Volutary termination - Worklife balance;20140210;20200331;1;40;5;28366
E093301;DIV03;DEP023;445;JC_Manager;M237930;Volutary termination - Worklife balance;20140210;20200403;1;40;5;255393
E097970;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Early Retirement;20140210;20210116;1;40;5;73352
E098370;DIV02;DEP023;445;JC_Manager;M252825;Volutary termination - Worklife balance;20140210;20201219;1;40;5;382014
E109608;DIV02;DEP023;446;JC_Director;M252825;Volutary termination - Worklife balance;20140210;20200919;1;40;5;112143
E110343;DIV03;DEP023;404;JC_Expert;M237930;Volutary termination - Worklife balance;20140210;20201001;1;40;5;242698
E111519;DIV03;DEP023;452;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20140210;20210422;1;40;5;88401
E112411;DIV02;DEP023;453;JC_Expert;M252825;Volutary termination - Worklife balance;20140210;20191105;1;40;5;269182
E113149;DIV02;DEP023;454;JC_Manager;M252825;Volutary termination - Worklife balance;20140210;20200429;1;40;5;102927
E115051;DIV02;DEP023;446;JC_Director;M252825;Volutary termination - Worklife balance;20140312;20200602;1;40;5;98377
E116429;DIV09;DEP023;454;JC_Manager;M300121;Volutary termination - Worklife balance;20140312;20200224;1;40;5;88004
E116835;DIV04;DEP023;253;JC_Senior specialist;M095280;Volutary termination - Worklife balance;20140312;20200825;1;40;5;110622
E117401;DIV03;DEP023;445;JC_Manager;M237930;Volutary termination - Worklife balance;20140312;20200501;1;40;5;138457
E121776;DIV02;DEP023;322;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20140312;20210202;1;40;5;114384
E123101;DIV02;DEP023;261;JC_Associate;M252825;Volutary termination - Worklife balance;20140312;20200717;1;40;5;239800
E125656;DIV02;DEP023;253;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20140312;20191221;1;40;5;70028
E127272;DIV02;DEP023;453;JC_Expert;M252825;Volutary termination - Worklife balance;20140312;20201224;1;40;5;286253
E127525;DIV01;DEP023;454;JC_Manager;M144808;Volutary termination - Worklife balance;20140312;20210323;1;40;5;52988
E127957;DIV02;DEP023;404;JC_Expert;M252825;Volutary termination - Worklife balance;20140312;20200724;1;40;5;86547
E128680;DIV02;DEP023;446;JC_Director;M252825;Volutary termination - Worklife balance;20140312;20201012;1;40;5;267818
E129769;DIV02;DEP023;455;JC_Director;M252825;Volutary termination - Worklife balance;20140312;20201221;1;40;5;141609
E131164;DIV03;DEP023;454;JC_Manager;M237930;Volutary termination - Worklife balance;20140312;20210322;1;40;5;52094
E133961;DIV02;DEP023;461;JC_Associate;M252825;Volutary termination - Worklife balance;20140312;20210220;1;40;5;32587
E136107;DIV03;DEP023;453;JC_Expert;M237930;Volutary termination - Worklife balance;20140312;20210315;1;40;5;128989
E136234;DIV03;DEP023;462;JC_Specialist;M237930;Volutary termination - Worklife balance;20140312;20200724;1;40;5;263217
E136636;DIV03;DEP023;371;JC_Associate;M237930;Volutary termination - Worklife balance;20140312;20210711;1;40;5;123418
E138482;DIV03;DEP023;452;JC_Senior specialist;M266882;Volutary termination - Worklife balance;20140312;20191223;1;40;5;11409
E139048;DIV03;DEP023;452;JC_Senior specialist;M266882;Volutary termination - Worklife balance;20140312;20210103;1;40;5;49230
E140982;DIV09;DEP023;444;JC_Expert;M300121;Volutary termination - Worklife balance;20140312;20201224;1;40;5;61372
E141599;DIV03;DEP023;444;JC_Expert;M237930;Volutary termination - Worklife balance;20190819;20210210;1;40;5;107566
E142250;DIV02;DEP023;452;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20140312;20210218;1;40;5;28668
E143815;DIV03;DEP023;444;JC_Expert;M237930;Volutary termination - Worklife balance;20140312;20210523;1;40;5;8279
E143510;DIV03;DEP023;443;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20140312;20210331;1;40;5;34456
E144560;DIV03;DEP023;445;JC_Manager;M237930;Volutary termination - Worklife balance;20190613;20210609;1;40;5;59545
E144830;DIV03;DEP023;445;JC_Manager;M237930;Volutary termination - Worklife balance;20140312;20210218;1;40;5;102361
E143865;DIV03;DEP023;293;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20140312;20210712;1;40;5;14165
E146346;DIV03;DEP023;445;JC_Manager;M237930;Volutary termination - Worklife balance;20140312;20210218;1;40;5;229212
E147534;DIV02;DEP023;445;JC_Manager;M252825;Volutary termination - Worklife balance;20140312;20191222;1;40;5;310036
E149326;DIV02;DEP023;252;JC_Specialist;M252825;Voluntary Termination - Early Retirement;20140312;20200202;1;40;5;245053
E150686;DIV02;DEP023;445;JC_Manager;M252825;Volutary termination - Worklife balance;20140312;20201223;1;40;5;68341
E150707;DIV09;DEP023;442;JC_Specialist;M300121;Volutary termination - Worklife balance;20140312;20200609;1;40;5;59601
E150958;DIV02;DEP023;443;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20140312;20210329;1;40;5;82904
E151154;DIV02;DEP023;233;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20140312;20210113;1;40;5;73045
E153751;DIV02;DEP023;392;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20140312;20200525;1;40;5;228931
E154447;DIV03;DEP023;401;JC_Associate;M237930;Volutary termination - Worklife balance;20140312;20210421;1;40;5;271057
E157008;DIV02;DEP023;453;JC_Expert;M252825;Volutary termination - Worklife balance;20140312;20210225;1;40;5;215428
