EMPLOYEEID;JOBID;NEWTOPOSITION;PAYGRADEID;FULLTIME;COMPANYCODE;BUSINESSAREA
E137555;253;FALSE;GR-8;TRUE;ACME Western EU SE;Business Area C
E138487;453;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E138764;383;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E138788;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E139484;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E139590;461;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E139782;444;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E140134;371;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E141033;450;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E141101;444;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E141782;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E141936;453;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E141972;442;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E142209;453;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E142212;371;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E143668;442;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E144316;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E144346;392;FALSE;GR-11;TRUE;ACME LA Corp.;Business Area B
E144716;351;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E144808;500;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E146006;231;TRUE;GR-16;TRUE;ACME LA Corp.;Business Area D
E146054;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E146073;252;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E146103;371;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E146647;445;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E146812;413;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E147155;461;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E147398;453;FALSE;GR-8;TRUE;ACME NA Corp.;Business Area A
E147638;371;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E148159;445;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E148728;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E148860;452;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E149226;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E149251;444;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E149594;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E149825;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E149903;443;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E150324;445;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E151636;293;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E151653;445;FALSE;GR-12;TRUE;ACME Western EU SE;Business Area D
E152594;445;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E152783;443;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E153081;233;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E153279;445;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E154464;312;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E154492;392;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E154779;401;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E154935;453;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E155267;271;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E155387;443;FALSE;GR-13;TRUE;ACME LA Corp.;Business Area D
E155559;445;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E156371;453;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E156614;233;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E156867;454;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E157446;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E157553;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E157554;321;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E158134;412;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E159119;462;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E159331;452;FALSE;GR-14;TRUE;ACME NA Corp.;Business Area A
E159366;452;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E160079;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E160181;445;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E160214;292;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area B
E160354;444;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E161366;412;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E161953;452;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E162497;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E162643;445;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E164716;262;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E165093;252;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E165288;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E165372;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E165394;393;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E165577;445;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E166776;453;TRUE;GR-11;TRUE;ACME LA Corp.;Business Area D
E166884;261;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E167159;462;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E167384;453;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E167458;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E167524;453;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E168186;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E169280;445;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area B
E169357;412;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E169982;392;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E170411;445;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E170453;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E170582;452;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area C
E171174;444;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E171346;453;TRUE;GR-13;TRUE;ACME LA Corp.;Business Area B
E171484;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E171799;444;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E171876;444;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E172142;461;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E172264;351;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E172992;453;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E173823;453;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area C
E174118;445;FALSE;GR-16;TRUE;ACME Western EU SE;Business Area C
E174234;444;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E174349;301;FALSE;GR-8;TRUE;ACME Western EU SE;Business Area C
E174738;291;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E175474;452;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E175727;453;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E175772;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E175844;445;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E176402;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E176434;454;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E176595;232;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E176656;351;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E176950;444;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E176967;452;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E177087;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E177150;452;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E177407;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E177417;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E178093;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E178419;443;FALSE;GR-11;TRUE;ACME LA Corp.;Business Area B
E179068;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E179247;253;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E179474;445;TRUE;GR-16;TRUE;ACME LA Corp.;Business Area D
E179716;301;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E179794;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E181089;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E181587;442;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E181730;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E181750;291;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E181819;461;FALSE;GR-8;TRUE;ACME NA Corp.;Business Area A
E182143;281;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E154352;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E183409;232;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E183432;452;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E183578;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E183769;453;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E183834;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E184224;401;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E184393;443;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E185479;281;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E185592;301;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E186062;291;FALSE;GR-12;TRUE;ACME Western EU SE;Business Area D
E186328;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E186723;461;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E176619;322;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E187657;445;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E187850;252;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E189392;351;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E182152;453;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E190397;433;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E190859;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E191451;443;FALSE;GR-13;TRUE;ACME LA Corp.;Business Area D
E191550;461;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E192061;453;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E192143;452;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E192365;402;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E192810;402;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E194393;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E195425;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E196145;444;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E196160;454;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E197667;442;FALSE;GR-14;TRUE;ACME NA Corp.;Business Area A
E198163;452;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E199069;453;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E199253;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E199278;453;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area B
E199280;461;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E199520;361;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E199816;252;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E200205;412;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E200979;383;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E201678;453;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E201894;454;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E202614;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E202677;461;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E203046;442;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E203851;461;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E203971;461;TRUE;GR-11;TRUE;ACME LA Corp.;Business Area D
E204013;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E204075;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E205581;432;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E206233;371;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E206397;444;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E206853;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E207258;454;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area B
E207417;444;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E207798;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E208048;452;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E208227;292;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E208256;442;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area C
E208268;442;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E208295;402;TRUE;GR-13;TRUE;ACME LA Corp.;Business Area B
E209014;461;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E209616;454;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E210022;444;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E210103;461;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E210346;361;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E210929;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E211311;452;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area C
E212097;452;FALSE;GR-16;TRUE;ACME Western EU SE;Business Area C
E212821;444;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E212964;301;FALSE;GR-8;TRUE;ACME Western EU SE;Business Area C
E213002;401;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E213244;441;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E213258;462;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E201848;461;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E215007;433;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E215326;500;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E215816;442;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E216138;432;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E216433;443;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E216531;331;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E216566;453;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E217281;411;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E217309;454;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E217314;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E217424;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E218501;446;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E219034;452;FALSE;GR-11;TRUE;ACME LA Corp.;Business Area B
E219165;411;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E219409;454;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E220363;452;TRUE;GR-16;TRUE;ACME LA Corp.;Business Area D
E220387;454;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E220834;431;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E221065;411;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E221184;241;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E221389;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E221596;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E222257;443;FALSE;GR-8;TRUE;ACME NA Corp.;Business Area A
E222333;452;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E223157;453;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E223179;453;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E223326;312;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E300101;221;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300102;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E300103;442;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E300104;444;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E300105;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E300106;454;FALSE;GR-12;TRUE;ACME Western EU SE;Business Area D
E300107;213;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E300108;431;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E300109;455;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300110;362;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E300111;455;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E300112;462;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E300113;453;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E300114;453;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E300115;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300116;454;FALSE;GR-13;TRUE;ACME LA Corp.;Business Area D
E300117;361;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E300118;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E300119;443;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E300120;252;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E300121;281;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300122;421;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E300123;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300124;450;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E300125;431;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E300126;445;FALSE;GR-14;TRUE;ACME NA Corp.;Business Area A
E300127;454;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300128;443;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E300129;462;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E300130;455;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area B
E300131;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E300132;454;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E300133;434;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E300134;453;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E300135;251;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E038906;454;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E189955;454;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E190690;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E200527;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E068256;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E214221;445;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E077964;452;TRUE;GR-11;TRUE;ACME LA Corp.;Business Area D
E059597;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E059905;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E061008;454;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E061514;291;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E061957;444;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E064326;433;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E065319;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area B
E067667;281;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E069231;445;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E070933;445;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E071573;422;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E073784;402;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area C
E074283;401;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E075045;450;TRUE;GR-13;TRUE;ACME LA Corp.;Business Area B
E075312;454;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E077642;450;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E077693;292;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E077971;251;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E079769;262;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E080819;291;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E081225;444;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area C
E082123;454;FALSE;GR-16;TRUE;ACME Western EU SE;Business Area C
E083484;443;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E086334;445;FALSE;GR-8;TRUE;ACME Western EU SE;Business Area C
E090736;402;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E091007;422;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E091644;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E091765;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E093889;443;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E094666;432;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E100470;432;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E103209;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E103882;454;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E104270;445;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E105163;454;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E105464;442;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E110822;454;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E113245;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E114033;454;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E116958;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E117550;432;FALSE;GR-11;TRUE;ACME LA Corp.;Business Area B
E118196;411;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E118393;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E119790;443;TRUE;GR-16;TRUE;ACME LA Corp.;Business Area D
E120076;444;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E120625;361;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E122828;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E122861;452;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E123464;442;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E123614;450;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E123870;452;FALSE;GR-8;TRUE;ACME NA Corp.;Business Area A
E123900;292;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E124453;442;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E124542;221;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E124585;443;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E124703;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E124811;442;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E124963;411;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E129555;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E129612;442;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E136882;452;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E139314;251;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E144990;452;FALSE;GR-12;TRUE;ACME Western EU SE;Business Area D
E147379;251;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E147645;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E148235;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E150199;450;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E154246;351;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E154573;450;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E154717;452;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E156849;443;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E157704;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E162381;453;FALSE;GR-13;TRUE;ACME LA Corp.;Business Area D
E163528;452;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E163841;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E165113;452;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E166370;444;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E166587;432;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E167007;383;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E172608;453;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E175859;452;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E176081;445;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E177531;442;FALSE;GR-14;TRUE;ACME NA Corp.;Business Area A
E179528;452;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E182506;361;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E183208;453;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E185850;452;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area B
E186735;454;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E189114;450;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E189305;442;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E300136;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E193598;444;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E194191;450;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E194661;453;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E196581;252;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E207712;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E212366;453;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E213367;443;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E215298;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E215299;443;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E216214;291;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E217543;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area B
E218589;445;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E218667;451;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E225144;251;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
