SALESORDERID;CREATEDBY;CREATEDAT;CHANGEDBY;CHANGEDAT;FISCALYEARVARIANT;FISCALYEARPERIOD;NOTEID;PARTNERID;SALESORG;CURRENCY;GROSSAMOUNT;NETAMOUNT;TAXAMOUNT;LIFECYCLESTATUS;BILLINGSTATUS;DELIVERYSTATUS
200002023;8;20230610;8;20230611;K4;2023006;;100000006;EMEA;USD;30000;26250;3750;I;I;I
200002024;1;20230613;1;20230618;K4;2023006;;100000001;AMER;USD;5996;5246,5;749,5;I;I;I
200002025;8;20230614;8;20230616;K4;2023006;;100000009;EMEA;USD;49479;43294,13;6184,88;I;I;I
200002026;5;20230616;5;20230621;K4;2023006;;100000018;APJ;USD;68290;59753,75;8536,25;I;I;I
200002028;3;20230617;3;20230620;K4;2023006;;100000007;EMEA;USD;3745;3276,88;468,13;I;I;I
200002028;3;20230617;3;20230620;K4;2023006;;100000007;EMEA;USD;16878;14768,25;2109,75;I;I;I
200002028;3;20230617;3;20230620;K4;2023006;;100000007;EMEA;USD;30675;26840,63;3834,38;I;I;I
200002029;4;20230619;4;20230620;K4;2023006;;100000022;APJ;USD;13699;11986,63;1712,38;I;I;I
200002030;9;20230620;9;20230623;K4;2023006;;100000001;AMER;USD;61903;54165,13;7737,88;I;I;I
200002031;14;20230621;14;20230623;K4;2023006;;100000000;AMER;USD;26481;23170,88;3310,13;I;I;I
200002033;5;20230621;5;20230624;K4;2023006;;100000023;APJ;USD;10800;9450;1350;I;I;I
200002034;5;20230624;5;20230627;K4;2023006;;100000022;APJ;USD;1197;1047,38;149,63;I;I;I
200002034;5;20230624;5;20230627;K4;2023006;;100000022;APJ;USD;15042;13161,75;1880,25;I;I;I
200002035;8;20230626;8;20230630;K4;2023006;;100000035;EMEA;USD;14491;12679,63;1811,38;I;I;I
200002035;8;20230626;8;20230630;K4;2023006;;100000035;EMEA;USD;32155;28135,63;4019,38;I;I;I
200002036;3;20230629;3;20230702;K4;2023006;;100000014;EMEA;USD;42558;37238,25;5319,75;I;I;I
200002037;3;20230702;3;20230707;K4;2023007;;100000029;EMEA;USD;24075;21065,63;3009,38;I;I;I
200002038;5;20230703;5;20230707;K4;2023007;;100000022;APJ;USD;2499;2186,63;312,38;I;I;I
200002039;5;20230703;5;20230704;K4;2023007;;100000022;APJ;USD;14994;13119,75;1874,25;I;I;I
200002040;3;20230705;3;20230706;K4;2023007;;100000009;EMEA;USD;6805;5954,38;850,63;I;I;I
200002041;8;20230705;8;20230706;K4;2023007;;100000005;EMEA;USD;16375;14328,13;2046,88;I;I;I
200002043;4;20230708;4;20230713;K4;2023007;;100000017;APJ;USD;5768;5047;721;I;I;I
200002044;8;20230710;8;20230714;K4;2023007;;100000038;EMEA;USD;66988;58614,5;8373,5;I;I;I
200002045;4;20230711;4;20230714;K4;2023007;;100000016;APJ;USD;2793;2443,88;349,13;I;I;I
200002047;5;20230713;5;20230716;K4;2023007;;100000022;APJ;USD;28497;24934,88;3562,13;I;I;I
200002048;5;20230715;5;20230717;K4;2023007;;100000020;APJ;USD;14132;12365,5;1766,5;I;I;I
200002051;3;20230723;3;20230726;K4;2023007;;100000014;EMEA;USD;38250;33468,75;4781,25;I;I;I
200002052;4;20230723;4;20230725;K4;2023007;;100000024;APJ;USD;45991;40242,13;5748,88;I;I;I
200002052;4;20230723;4;20230725;K4;2023007;;100000024;APJ;USD;61476;53791,5;7684,5;I;I;I
200002055;5;20230729;5;20230801;K4;2023007;;100000019;APJ;USD;2100;1837,5;262,5;I;I;I
200002055;5;20230729;5;20230801;K4;2023007;;100000019;APJ;USD;56083;49072,63;7010,38;I;I;I
200002057;2;20230803;2;20230805;K4;2023008;;100000014;EMEA;USD;15699;13736,63;1962,38;I;I;I
200002058;4;20230804;4;20230808;K4;2023008;;100000018;APJ;USD;2722;2381,75;340,25;I;I;I
200002058;4;20230804;4;20230808;K4;2023008;;100000018;APJ;USD;29215;25563,13;3651,88;I;I;I
200002058;4;20230804;4;20230808;K4;2023008;;100000018;APJ;USD;55765;48794,38;6970,63;I;I;I
200002059;12;20230804;12;20230808;K4;2023008;;100000034;AMER;USD;24742;21649,25;3092,75;I;I;I
200002062;2;20230806;2;20230809;K4;2023008;;100000025;EMEA;USD;12000;10500;1500;I;I;I
200002062;2;20230806;2;20230809;K4;2023008;;100000025;EMEA;USD;87268;76359,5;10908,5;I;I;I
200002063;9;20230808;9;20230813;K4;2023008;;100000002;AMER;USD;23048;20167;2881;I;I;I
200002065;2;20230809;2;20230812;K4;2023008;;100000037;EMEA;USD;12000;10500;1500;I;I;I
200002065;2;20230809;2;20230812;K4;2023008;;100000037;EMEA;USD;21689;18977,88;2711,13;I;I;I
200002066;4;20230812;4;20230817;K4;2023008;;100000019;APJ;USD;12000;10500;1500;I;I;I
200002067;4;20230815;4;20230817;K4;2023008;;100000015;APJ;USD;13491;11804,63;1686,38;I;I;I
200002067;4;20230815;4;20230817;K4;2023008;;100000015;APJ;USD;17088;14952;2136;I;I;I
200002067;4;20230815;4;20230817;K4;2023008;;100000015;APJ;USD;46785;40936,88;5848,13;I;I;I
200002069;6;20230817;6;20230819;K4;2023008;;100000010;EMEA;USD;2756;2411,5;344,5;I;I;I
200002070;6;20230819;6;20230824;K4;2023008;;100000010;EMEA;USD;2398;2098,25;299,75;I;I;I
200002071;2;20230819;2;20230823;K4;2023008;;100000013;EMEA;USD;46430;40626,25;5803,75;I;I;I
200002072;13;20230820;13;20230823;K4;2023008;;100000003;AMER;USD;3894;3407,25;486,75;I;I;I
200002073;12;20230822;12;20230827;K4;2023008;;100000032;AMER;USD;649;567,88;81,13;I;I;I
200002074;4;20230825;4;20230829;K4;2023008;;100000024;APJ;USD;6444;5638,5;805,5;I;I;I
200002074;4;20230825;4;20230829;K4;2023008;;100000024;APJ;USD;26439;23134,13;3304,88;I;I;I
200002075;3;20230828;3;20230829;K4;2023008;;100000029;EMEA;USD;9585;8386,88;1198,13;I;I;I
200002075;3;20230828;3;20230829;K4;2023008;;100000029;EMEA;USD;20557;17987,38;2569,63;I;I;I
200002076;3;20230831;3;20230904;K4;2023008;;100000007;EMEA;USD;40087;35076,13;5010,88;I;I;I
200002078;7;20230905;7;20230910;K4;2023009;;100000034;AMER;USD;14051;12294,63;1756,38;X;X;X
200002079;14;20230907;14;20230911;K4;2023009;;100000004;AMER;USD;17991;15742,13;2248,88;I;I;I
200002080;9;20230909;9;20230910;K4;2023009;;100000003;AMER;USD;15883;13897,63;1985,38;I;I;I
200002081;1;20230911;1;20230913;K4;2023009;;100000002;AMER;USD;94779;82931,63;11847,38;I;I;I
200002083;6;20230912;6;20230913;K4;2023009;;100000037;EMEA;USD;28795;25195,63;3599,38;I;I;I
200002084;5;20230913;5;20230917;K4;2023009;;100000020;APJ;USD;27432;24003;3429;I;I;I
200002084;5;20230913;5;20230917;K4;2023009;;100000020;APJ;USD;30154;26384,75;3769,25;I;I;I
200002086;3;20230914;3;20230917;K4;2023009;;100000027;EMEA;USD;38892;34030,5;4861,5;I;I;I
200002087;10;20230914;10;20230915;K4;2023009;;100000004;AMER;USD;63883;55897,63;7985,38;I;I;I
200002088;5;20230915;5;20230919;K4;2023009;;100000022;APJ;USD;2499;2186,63;312,38;I;I;I
200002090;1;20230919;1;20230922;K4;2023009;;100000030;AMER;USD;5000;4375;625;I;I;I
200002090;1;20230919;1;20230922;K4;2023009;;100000030;AMER;USD;23000;20125;2875;I;I;I
200002092;3;20230920;3;20230921;K4;2023009;;100000035;EMEA;USD;39385;34461,88;4923,13;I;I;I
200002092;3;20230920;3;20230921;K4;2023009;;100000035;EMEA;USD;42830;37476,25;5353,75;I;I;I
200002093;4;20230922;4;20230927;K4;2023009;;100000015;APJ;USD;12495;10933,13;1561,88;I;I;I
200002093;4;20230922;4;20230927;K4;2023009;;100000015;APJ;USD;80435;70380,63;10054,38;I;I;I
200002094;6;20230923;6;20230926;K4;2023009;;100000028;EMEA;USD;898;785,75;112,25;I;I;I
200002096;10;20230926;10;20230927;K4;2023009;;100000002;AMER;USD;22995;20120,63;2874,38;I;I;I
200002098;7;20230928;7;20231002;K4;2023009;;100000002;AMER;USD;24498;21435,75;3062,25;I;I;I
200002099;2;20230929;2;20231001;K4;2023009;;100000007;EMEA;USD;15336;13419;1917;I;I;I
200002100;7;20231002;7;20231006;K4;2023010;;100000032;AMER;USD;24990;21866,25;3123,75;I;I;I
200002101;3;20231005;3;20231009;K4;2023010;;100000013;EMEA;USD;10250;8968,75;1281,25;I;I;I
200002102;5;20231007;5;20231008;K4;2023010;;100000016;APJ;USD;6000;5250;750;I;I;I
200002102;5;20231007;5;20231008;K4;2023010;;100000016;APJ;USD;18938;16570,75;2367,25;I;I;I
200002103;9;20231008;9;20231009;K4;2023010;;100000004;AMER;USD;7995;6995,63;999,38;I;I;I
200002104;7;20231009;7;20231014;K4;2023010;;100000004;AMER;USD;2552;2233;319;I;I;I
200002104;7;20231009;7;20231014;K4;2023010;;100000004;AMER;USD;18357;16062,38;2294,63;I;I;I
200002106;2;20231011;2;20231015;K4;2023010;;100000007;EMEA;USD;21033;18403,88;2629,13;I;I;I
200002107;8;20231013;8;20231014;K4;2023010;;100000026;EMEA;USD;30078;26318,25;3759,75;I;I;I
200002108;6;20231013;6;20231018;K4;2023010;;100000006;EMEA;USD;39310;34396,25;4913,75;I;I;I
200002110;14;20231016;14;20231020;K4;2023010;;100000033;AMER;USD;6072;5313;759;I;I;I
200002111;8;20231019;8;20231021;K4;2023010;;100000009;EMEA;USD;3828;3349,5;478,5;I;I;I
200002113;8;20231019;8;20231023;K4;2023010;;100000010;EMEA;USD;19990;17491,25;2498,75;I;I;I
200002113;8;20231019;8;20231023;K4;2023010;;100000010;EMEA;USD;35270;30861,25;4408,75;I;I;I
200002113;8;20231019;8;20231023;K4;2023010;;100000010;EMEA;USD;69563;60867,63;8695,38;I;I;I
200002114;2;20231022;2;20231026;K4;2023010;;100000038;EMEA;USD;25047;21916,13;3130,88;I;I;I
200002115;4;20231025;4;20231028;K4;2023010;;100000019;APJ;USD;25347;22178,63;3168,38;I;I;I
200002116;8;20231026;8;20231031;K4;2023010;;100000013;EMEA;USD;9485;8299,38;1185,63;I;I;I
200002118;4;20231026;4;20231029;K4;2023010;;100000017;APJ;USD;1743;1525,13;217,88;I;I;I
200002118;4;20231026;4;20231029;K4;2023010;;100000017;APJ;USD;9243;8087,63;1155,38;I;I;I
200002118;4;20231026;4;20231029;K4;2023010;;100000017;APJ;USD;50433;44128,88;6304,13;I;I;I
200002119;4;20231026;4;20231030;K4;2023010;;100000022;APJ;USD;140485;122924,38;17560,63;I;I;I
200002120;2;20231027;2;20231028;K4;2023010;;100000038;EMEA;USD;64082;56071,75;8010,25;I;I;I
200002121;6;20231030;6;20231103;K4;2023010;;100000029;EMEA;USD;10790;9441,25;1348,75;I;I;I
200002122;6;20231030;6;20231031;K4;2023010;;100000037;EMEA;USD;3792;3318;474;I;I;I
200002122;6;20231030;6;20231031;K4;2023010;;100000037;EMEA;USD;22379;19581,63;2797,38;I;I;I
200002123;5;20231102;5;20231107;K4;2023011;;100000015;APJ;USD;9440;8260;1180;I;I;I
200002123;5;20231102;5;20231107;K4;2023011;;100000015;APJ;USD;60224;52696;7528;I;I;I
200002124;3;20231102;3;20231104;K4;2023011;;100000012;EMEA;USD;2245;1964,38;280,63;I;I;I
200002124;3;20231102;3;20231104;K4;2023011;;100000012;EMEA;USD;2843;2487,63;355,38;I;I;I
200002124;3;20231102;3;20231104;K4;2023011;;100000012;EMEA;USD;22838;19983,25;2854,75;I;I;I
200002125;8;20231102;8;20231104;K4;2023011;;100000005;EMEA;USD;64075;56065,63;8009,38;I;I;I
200002125;8;20231102;8;20231104;K4;2023011;;100000005;EMEA;USD;81568;71372;10196;I;I;I
200002126;5;20231104;5;20231106;K4;2023011;;100000019;APJ;USD;17146;15002,75;2143,25;I;I;I
200002127;6;20231106;6;20231109;K4;2023011;;100000014;EMEA;USD;43992;38493;5499;I;I;I
200002128;10;20231109;10;20231112;K4;2023011;;100000030;AMER;USD;52485;45924,38;6560,63;I;I;I
200002128;10;20231109;10;20231112;K4;2023011;;100000030;AMER;USD;92475;80915,63;11559,38;I;I;I
200002129;5;20231110;5;20231111;K4;2023011;;100000022;APJ;USD;3900;3412,5;487,5;I;I;I
200002132;3;20231114;3;20231119;K4;2023011;;100000008;EMEA;USD;46593;40768,88;5824,13;X;X;X
200002133;2;20231114;2;20231117;K4;2023011;;100000038;EMEA;USD;3750;3281,25;468,75;I;I;I
200002134;2;20231116;2;20231117;K4;2023011;;100000009;EMEA;USD;57134;49992,25;7141,75;I;I;I
200002135;2;20231117;2;20231119;K4;2023011;;100000006;EMEA;USD;48767;42671,13;6095,88;I;I;I
200002135;2;20231117;2;20231119;K4;2023011;;100000006;EMEA;USD;53766;47045,25;6720,75;I;I;I
200002139;3;20231123;3;20231124;K4;2023011;;100000005;EMEA;USD;4083;3572,63;510,38;I;I;I
200002139;3;20231123;3;20231124;K4;2023011;;100000005;EMEA;USD;45566;39870,25;5695,75;I;I;I
200002140;14;20231124;14;20231125;K4;2023011;;100000033;AMER;USD;53472;46788;6684;I;I;I
200002141;2;20231126;2;20231128;K4;2023011;;100000008;EMEA;USD;63442;55511,75;7930,25;I;I;I
200002142;8;20231128;8;20231130;K4;2023011;;100000008;EMEA;USD;73817;64589,88;9227,13;I;I;I
200002142;8;20231128;8;20231130;K4;2023011;;100000008;EMEA;USD;85067;74433,63;10633,38;I;I;I
200002145;9;20231204;9;20231205;K4;2023012;;100000004;AMER;USD;689;602,88;86,13;I;I;I
200002147;10;20231208;10;20231212;K4;2023012;;100000004;AMER;USD;638;558,25;79,75;I;I;I
200002149;1;20231211;1;20231214;K4;2023012;;100000004;AMER;USD;39913;34923,88;4989,13;I;I;I
200002151;14;20231214;14;20231218;K4;2023012;;100000032;AMER;USD;5591;4892,13;698,88;I;I;I
200002152;3;20231215;3;20231219;K4;2023012;;100000026;EMEA;USD;2748;2404,5;343,5;I;I;I
200002152;3;20231215;3;20231219;K4;2023012;;100000026;EMEA;USD;7245;6339,38;905,63;I;I;I
200002152;3;20231215;3;20231219;K4;2023012;;100000026;EMEA;USD;15638;13683,25;1954,75;I;I;I
200002152;3;20231215;3;20231219;K4;2023012;;100000026;EMEA;USD;15887;13901,13;1985,88;I;I;I
200002155;5;20231221;5;20231225;K4;2023012;;100000020;APJ;USD;19857;17374,88;2482,13;I;I;I
200002156;6;20231224;6;20231229;K4;2023012;;100000006;EMEA;USD;18342;16049,25;2292,75;I;I;I
200002156;6;20231224;6;20231229;K4;2023012;;100000006;EMEA;USD;48884;42773,5;6110,5;I;I;I
200002158;6;20231228;6;20231231;K4;2023012;;100000006;EMEA;USD;6392;5593;799;I;I;I
200002158;6;20231228;6;20231231;K4;2023012;;100000006;EMEA;USD;7891;6904,63;986,38;I;I;I
200002159;12;20231228;12;20231231;K4;2023012;;100000004;AMER;USD;9096;7959;1137;I;I;I
200002159;12;20231228;12;20231231;K4;2023012;;100000004;AMER;USD;12719;11129,13;1589,88;I;I;I
200002160;4;20231229;4;20231230;K4;2023012;;100000015;APJ;USD;30712;26873;3839;I;I;I
200002162;7;20231231;7;20240104;K4;2023012;;100000003;AMER;USD;1442;1261,75;180,25;I;I;I
200002162;7;20231231;7;20240104;K4;2023012;;100000003;AMER;USD;21641;18935,88;2705,13;I;I;I
200002163;4;20240102;4;20240107;K4;2024001;;100000015;APJ;USD;62279;54494,13;7784,88;I;I;I
200002165;2;20240106;2;20240107;K4;2024001;;100000013;EMEA;USD;58482;51171,75;7310,25;I;I;I
200002165;2;20240106;2;20240107;K4;2024001;;100000013;EMEA;USD;85674;74964,75;10709,25;I;I;I
200002166;6;20240106;6;20240109;K4;2024001;;100000011;EMEA;USD;25386;22212,75;3173,25;I;I;I
200002168;2;20240106;2;20240110;K4;2024001;;100000029;EMEA;USD;5289;4627,88;661,13;I;I;I
200002169;5;20240109;5;20240113;K4;2024001;;100000023;APJ;USD;2490;2178,75;311,25;I;I;I
200002170;6;20240111;6;20240116;K4;2024001;;100000005;EMEA;USD;44586;39012,75;5573,25;I;I;I
200002170;6;20240111;6;20240116;K4;2024001;;100000005;EMEA;USD;63066;55182,75;7883,25;I;I;I
200002170;6;20240111;6;20240116;K4;2024001;;100000005;EMEA;USD;68064;59556;8508;I;I;I
200002172;1;20240111;1;20240112;K4;2024001;;100000031;AMER;USD;5772;5050,5;721,5;I;I;I
200002173;2;20240111;2;20240115;K4;2024001;;100000005;EMEA;USD;2884;2523,5;360,5;I;I;I
200002175;5;20240113;5;20240114;K4;2024001;;100000024;APJ;USD;6805;5954,38;850,63;I;I;I
200002175;5;20240113;5;20240114;K4;2024001;;100000024;APJ;USD;11348;9929,5;1418,5;I;I;I
200002175;5;20240113;5;20240114;K4;2024001;;100000024;APJ;USD;24229;21200,38;3028,63;I;I;I
200002177;6;20240118;6;20240122;K4;2024001;;100000010;EMEA;USD;16395;14345,63;2049,38;I;I;I
200002178;3;20240119;3;20240124;K4;2024001;;100000007;EMEA;USD;11203;9802,63;1400,38;I;I;I
200002180;8;20240122;8;20240124;K4;2024001;;100000012;EMEA;USD;18188;15914,5;2273,5;I;I;I
200002180;8;20240122;8;20240124;K4;2024001;;100000012;EMEA;USD;23186;20287,75;2898,25;I;I;I
200002182;12;20240125;12;20240130;K4;2024001;;100000003;AMER;USD;5997;5247,38;749,63;I;I;I
200002182;12;20240125;12;20240130;K4;2024001;;100000003;AMER;USD;47672;41713;5959;I;I;I
200002182;12;20240125;12;20240130;K4;2024001;;100000003;AMER;USD;55662;48704,25;6957,75;I;I;I
200002184;10;20240128;10;20240131;K4;2024001;;100000030;AMER;USD;3998;3498,25;499,75;I;I;I
200002185;6;20240130;6;20240202;K4;2024001;;100000012;EMEA;USD;89187;78038,63;11148,38;I;I;I
200002187;3;20240202;3;20240207;K4;2024002;;100000038;EMEA;USD;3024;2646;378;I;I;I
200002189;6;20240206;6;20240207;K4;2024002;;100000038;EMEA;USD;9887;8651,13;1235,88;I;I;I
200002190;4;20240209;4;20240212;K4;2024002;;100000021;APJ;USD;12000;10500;1500;I;I;I
200002191;2;20240211;2;20240213;K4;2024002;;100000013;EMEA;USD;49823;43595,13;6227,88;I;I;I
200002193;8;20240214;8;20240216;K4;2024002;;100000008;EMEA;USD;43484;38048,5;5435,5;I;I;I
200002194;3;20240214;3;20240215;K4;2024002;;100000012;EMEA;USD;2552;2233;319;I;I;I
200002195;8;20240214;8;20240217;K4;2024002;;100000028;EMEA;USD;62862;55004,25;7857,75;I;I;I
200002197;4;20240216;4;20240219;K4;2024002;;100000022;APJ;USD;9894;8657,25;1236,75;I;I;I
200002198;2;20240218;2;20240222;K4;2024002;;100000026;EMEA;USD;14792;12943;1849;I;I;I
200002199;2;20240220;2;20240224;K4;2024002;;100000007;EMEA;USD;43890;38403,75;5486,25;I;I;I
200002201;4;20240225;4;20240229;K4;2024002;;100000023;APJ;USD;1596;1396,5;199,5;I;I;I
200002202;6;20240225;6;20240227;K4;2024002;;100000035;EMEA;USD;1995;1745,63;249,38;I;I;I
200002202;6;20240225;6;20240227;K4;2024002;;100000035;EMEA;USD;10395;9095,63;1299,38;I;I;I
200002203;8;20240225;8;20240229;K4;2024002;;100000007;EMEA;USD;51085;44699,38;6385,63;I;I;I
200002205;3;20240301;3;20240303;K4;2024003;;100000014;EMEA;USD;31600;27650;3950;I;I;I
200002206;13;20240302;13;20240307;K4;2024003;;100000034;AMER;USD;50990;44616,25;6373,75;I;I;I
200002207;7;20240303;7;20240308;K4;2024003;;100000003;AMER;USD;800;700;100;I;I;I
200002208;5;20240303;5;20240307;K4;2024003;;100000022;APJ;USD;18000;15750;2250;I;I;I
200002209;10;20240304;10;20240307;K4;2024003;;100000030;AMER;USD;27493;24056,38;3436,63;I;I;I
200002210;13;20240304;13;20240308;K4;2024003;;100000033;AMER;USD;54623;47795,13;6827,88;I;I;I
200002211;5;20240304;5;20240306;K4;2024003;;100000018;APJ;USD;3750;3281,25;468,75;I;I;I
200002211;5;20240304;5;20240306;K4;2024003;;100000018;APJ;USD;34842;30486,75;4355,25;I;I;I
200002213;2;20240306;2;20240308;K4;2024003;;100000025;EMEA;USD;3999;3499,13;499,88;I;I;I
200002214;4;20240309;4;20240310;K4;2024003;;100000016;APJ;USD;5000;4375;625;I;I;I
200002214;4;20240309;4;20240310;K4;2024003;;100000016;APJ;USD;20996;18371,5;2624,5;I;I;I
200002215;7;20240311;7;20240312;K4;2024003;;100000000;AMER;USD;58800;51450;7350;I;I;I
200002216;14;20240311;14;20240316;K4;2024003;;100000032;AMER;USD;14242;12461,75;1780,25;I;I;I
200002217;5;20240314;5;20240317;K4;2024003;;100000023;APJ;USD;38815;33963,13;4851,88;I;I;I
200002219;3;20240319;3;20240324;K4;2024003;;100000010;EMEA;USD;22788;19939,5;2848,5;I;I;I
200002219;3;20240319;3;20240324;K4;2024003;;100000010;EMEA;USD;28986;25362,75;3623,25;I;I;I
200002220;6;20240320;6;20240324;K4;2024003;;100000038;EMEA;USD;36684;32098,5;4585,5;I;I;I
200002221;5;20240323;5;20240327;K4;2024003;;100000017;APJ;USD;47238;41333,25;5904,75;I;I;I
200002222;4;20240325;4;20240326;K4;2024003;;100000019;APJ;USD;36600;32025;4575;I;I;I
200002222;4;20240325;4;20240326;K4;2024003;;100000019;APJ;USD;51590;45141,25;6448,75;I;I;I
200002223;14;20240327;14;20240330;K4;2024003;;100000000;AMER;USD;29808;26082;3726;I;I;I
200002224;5;20240330;5;20240331;K4;2024003;;100000019;APJ;USD;69982;61234,25;8747,75;I;I;I
200002226;4;20240402;4;20240406;K4;2024004;;100000020;APJ;USD;75095;65708,13;9386,88;I;I;I
200002227;6;20240404;6;20240409;K4;2024004;;100000009;EMEA;USD;17493;15306,38;2186,63;I;I;I
200002228;11;20240407;11;20240409;K4;2024004;;100000030;AMER;USD;28800;25200;3600;I;I;I
200002229;8;20240410;8;20240413;K4;2024004;;100000038;EMEA;USD;800;700;100;I;I;I
200002231;14;20240413;14;20240415;K4;2024004;;100000003;AMER;USD;3143;2750,13;392,88;I;I;I
200002232;4;20240414;4;20240418;K4;2024004;;100000021;APJ;USD;41391;36217,13;5173,88;I;I;I
200002232;4;20240414;4;20240418;K4;2024004;;100000021;APJ;USD;52780;46182,5;6597,5;I;I;I
200002233;5;20240414;5;20240419;K4;2024004;;100000024;APJ;USD;9198;8048,25;1149,75;I;I;I
200002233;5;20240414;5;20240419;K4;2024004;;100000024;APJ;USD;104284;91248,5;13035,5;I;I;I
200002234;8;20240417;8;20240421;K4;2024004;;100000036;EMEA;USD;19995;17495,63;2499,38;I;I;I
200002234;8;20240417;8;20240421;K4;2024004;;100000036;EMEA;USD;22717;19877,38;2839,63;I;I;I
200002235;2;20240418;2;20240423;K4;2024004;;100000025;EMEA;USD;46898;41035,75;5862,25;I;I;I
200002236;7;20240420;7;20240421;K4;2024004;;100000004;AMER;USD;3750;3281,25;468,75;I;I;I
200002236;7;20240420;7;20240421;K4;2024004;;100000004;AMER;USD;15962;13966,75;1995,25;I;I;I
200002236;7;20240420;7;20240421;K4;2024004;;100000004;AMER;USD;17318;15153,25;2164,75;I;I;I
200002239;2;20240424;2;20240426;K4;2024004;;100000012;EMEA;USD;14990;13116,25;1873,75;I;I;I
200002240;4;20240424;4;20240426;K4;2024004;;100000016;APJ;USD;15685;13724,38;1960,63;I;I;I
200002241;5;20240425;5;20240428;K4;2024004;;100000023;APJ;USD;19992;17493;2499;I;I;I
200002242;6;20240425;6;20240430;K4;2024004;;100000011;EMEA;USD;13899;12161,63;1737,38;I;I;I
200002244;5;20240429;5;20240501;K4;2024004;;100000016;APJ;USD;1361;1190,88;170,13;I;I;I
200002245;6;20240502;6;20240504;K4;2024005;;100000027;EMEA;USD;41187;36038,63;5148,38;I;I;I
200002246;6;20240503;6;20240506;K4;2024005;;100000009;EMEA;USD;66978;58605,75;8372,25;I;I;I
200002247;5;20240504;5;20240505;K4;2024005;;100000020;APJ;USD;16690;14603,75;2086,25;I;I;I
200002248;3;20240506;3;20240508;K4;2024005;;100000025;EMEA;USD;19711;17247,13;2463,88;X;X;X
200002250;5;20240506;5;20240510;K4;2024005;;100000016;APJ;USD;4998;4373,25;624,75;I;I;I
200002250;5;20240506;5;20240510;K4;2024005;;100000016;APJ;USD;8194;7169,75;1024,25;I;I;I
200002251;6;20240507;6;20240510;K4;2024005;;100000013;EMEA;USD;12249;10717,88;1531,13;I;I;I
200002251;6;20240507;6;20240510;K4;2024005;;100000013;EMEA;USD;24249;21217,88;3031,13;I;I;I
200002252;6;20240509;6;20240511;K4;2024005;;100000029;EMEA;USD;7794;6819,75;974,25;I;I;I
200002254;6;20240514;6;20240518;K4;2024005;;100000026;EMEA;USD;16843;14737,63;2105,38;I;I;I
200002255;10;20240516;10;20240521;K4;2024005;;100000001;AMER;USD;15189;13290,38;1898,63;I;I;I
200002257;2;20240519;2;20240524;K4;2024005;;100000038;EMEA;USD;10248;8967;1281;I;I;I
200002258;2;20240519;2;20240524;K4;2024005;;100000014;EMEA;USD;4500;3937,5;562,5;I;I;I
200002259;3;20240521;3;20240525;K4;2024005;;100000037;EMEA;USD;10500;9187,5;1312,5;I;I;I
200002261;6;20240522;6;20240525;K4;2024005;;100000011;EMEA;USD;2871;2512,13;358,88;I;I;I
200002263;5;20240524;5;20240529;K4;2024005;;100000024;APJ;USD;1197;1047,38;149,63;I;I;I
200002264;8;20240527;8;20240529;K4;2024005;;100000012;EMEA;USD;2499;2186,63;312,38;I;I;I
200002265;13;20240528;13;20240602;K4;2024005;;100000034;AMER;USD;30387;26588,63;3798,38;I;I;I
200002266;4;20240529;4;20240531;K4;2024005;;100000019;APJ;USD;18396;16096,5;2299,5;I;I;I
200002266;4;20240529;4;20240531;K4;2024005;;100000019;APJ;USD;74566;65245,25;9320,75;I;I;I
200002267;2;20240529;2;20240602;K4;2024005;;100000012;EMEA;USD;13034;11404,75;1629,25;I;I;I
200002268;14;20240601;14;20240604;K4;2024006;;100000003;AMER;USD;9598;8398,25;1199,75;I;I;I
200002269;5;20240602;5;20240607;K4;2024006;;100000024;APJ;USD;17790;15566,25;2223,75;I;I;I
200002269;5;20240602;5;20240607;K4;2024006;;100000024;APJ;USD;46509;40695,38;5813,63;I;I;I
200002270;3;20240603;3;20240607;K4;2024006;;100000027;EMEA;USD;11250;9843,75;1406,25;I;I;I
200002271;3;20240606;3;20240608;K4;2024006;;100000037;EMEA;USD;24000;21000;3000;I;I;I
200002272;5;20240606;5;20240609;K4;2024006;;100000015;APJ;USD;77905;68166,88;9738,13;I;I;I
200002272;5;20240606;5;20240609;K4;2024006;;100000015;APJ;USD;110096;96334;13762;I;I;I
200002274;9;20240609;9;20240611;K4;2024006;;100000004;AMER;USD;77485;67799,38;9685,63;I;I;I
200002276;2;20240611;2;20240614;K4;2024006;;100000009;EMEA;USD;5512;4823;689;I;I;I
200002277;3;20240611;3;20240613;K4;2024006;;100000007;EMEA;USD;30983;27110,13;3872,88;I;I;I
200002277;3;20240611;3;20240613;K4;2024006;;100000007;EMEA;USD;45983;40235,13;5747,88;I;I;I
200002278;4;20240611;4;20240616;K4;2024006;;100000023;APJ;USD;53288;46627;6661;I;I;I
200002280;8;20240611;8;20240614;K4;2024006;;100000007;EMEA;USD;12700;11112,5;1587,5;I;I;I
200002281;10;20240613;10;20240616;K4;2024006;;100000031;AMER;USD;14245;12464,38;1780,63;I;I;I
200002284;10;20240616;10;20240618;K4;2024006;;100000032;AMER;USD;3995;3495,63;499,38;I;I;I
200002287;8;20240620;8;20240624;K4;2024006;;100000012;EMEA;USD;23994;20994,75;2999,25;I;I;I
