SALESORDERID;SALESORDERITEM;PRODUCTID;NOTEID;CURRENCY;GROSSAMOUNT;NETAMOUNT;TAXAMOUNT;ITEMATPSTATUS;OPITEMPOS;QUANTITY;QUANTITYUNIT;DELIVERYDATE
200003019;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;4;EA;20270708
200003020;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;9;EA;20270711
200003020;20;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;1;EA;20270711
200003020;30;MZ-FG-C10;;USD;1200;1050;150;I;;8;EA;20270711
200003020;40;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;3;EA;20270711
200003020;50;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;3;EA;20270711
200003021;10;MZ-FG-E101;;USD;249;217,88;31,13;I;;5;EA;20270725
200003021;20;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;7;EA;20270725
200003021;30;CM-FL-V00;;USD;799;699,13;99,88;I;;8;EA;20270725
200003021;40;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;1;EA;20270725
200003021;50;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;7;EA;20270725
200003022;10;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;8;EA;20270702
200003022;20;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;1;EA;20270702
200003023;10;MZ-TG-Y200;;USD;399;349,13;49,88;I;;4;EA;20270714
200003023;20;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;8;EA;20270714
200003023;30;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;1;EA;20270714
200003023;40;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;6;EA;20270714
200003024;10;MZ-FG-C950;;USD;689;602,88;86,13;I;;10;EA;20270724
200003025;10;FG226;;USD;299;261,63;37,38;I;;3;EA;20270723
200003025;20;MZ-FG-E103;;USD;449;392,88;56,13;I;;3;EA;20270723
200003025;30;MZ-FG-C10;;USD;1200;1050;150;I;;6;EA;20270723
200003025;40;MZ-FG-C21;;USD;649;567,88;81,13;I;;9;EA;20270723
200003025;50;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;1;EA;20270723
200003026;10;MZ-TG-Y200;;USD;399;349,13;49,88;I;;7;EA;20270723
200003026;20;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;2;EA;20270723
200003026;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;10;EA;20270723
200003026;40;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;10;EA;20270723
200003026;50;MZ-TG-Y200;;USD;399;349,13;49,88;I;;3;EA;20270723
200003026;60;M1;;USD;1144;1001;143;I;;2;EA;20270723
200003027;10;MZ-FG-C950;;USD;689;602,88;86,13;I;;6;EA;20270724
200003028;10;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;8;EA;20270713
200003028;20;CM-FL-V00;;USD;799;699,13;99,88;I;;6;EA;20270713
200003028;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;10;EA;20270713
200003028;40;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;2;EA;20270713
200003029;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;4;EA;20270726
200003029;20;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;10;EA;20270726
200003029;30;CM-FL-V00;;USD;799;699,13;99,88;I;;7;EA;20270726
200003030;10;MZ-FG-E101;;USD;249;217,88;31,13;I;;9;EA;20270804
200003030;20;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;1;EA;20270804
200003031;10;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;10;EA;20270727
200003031;20;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;6;EA;20270727
200003031;30;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;7;EA;20270727
200003031;40;MZ-FG-E103;;USD;449;392,88;56,13;I;;10;EA;20270727
200003031;50;MZ-FG-E103;;USD;449;392,88;56,13;I;;9;EA;20270727
200003031;60;M-01;;USD;319;279,13;39,88;I;;8;EA;20270727
200003032;10;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;3;EA;20270801
200003032;20;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;4;EA;20270801
200003032;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;4;EA;20270801
200003032;40;MZ-FG-C950;;USD;689;602,88;86,13;I;;8;EA;20270801
200003033;10;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;3;EA;20270730
200003033;20;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;4;EA;20270730
200003034;10;MZ-FG-C900;;USD;525;459,38;65,63;I;;5;EA;20270809
200003034;20;MZ-FG-C950;;USD;689;602,88;86,13;I;;10;EA;20270809
200003034;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;6;EA;20270809
200003034;40;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;9;EA;20270809
200003034;50;FG226;;USD;299;261,63;37,38;I;;2;EA;20270809
200003035;10;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;5;EA;20270716
200003035;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;3;EA;20270716
200003035;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;10;EA;20270716
200003036;10;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;1;EA;20270717
200003036;20;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;4;EA;20270717
200003037;10;FG226;;USD;299;261,63;37,38;I;;8;EA;20270810
200003037;20;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;6;EA;20270810
200003037;30;MZ-FG-C10;;USD;1200;1050;150;I;;7;EA;20270810
200003037;40;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;6;EA;20270810
200003037;50;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;2;EA;20270810
200003038;10;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;2;EA;20270803
200003038;20;MZ-TG-SR01;;USD;4800;4200;600;I;;8;EA;20270803
200003039;10;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;3;EA;20270815
200003039;20;MZ-FG-E102;;USD;399;349,13;49,88;I;;6;EA;20270815
200003039;30;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;3;EA;20270815
200003039;40;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;6;EA;20270815
200003040;10;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;4;EA;20270727
200003040;20;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;6;EA;20270727
200003040;30;MZ-TG-SR01;;USD;4800;4200;600;I;;5;EA;20270727
200003040;40;MZ-FG-C990;;USD;721;630,88;90,13;I;;9;EA;20270727
200003041;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;6;EA;20270824
200003041;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;5;EA;20270824
200003042;10;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;6;EA;20270820
200003042;20;TG11;;USD;3000;2625;375;I;;4;EA;20270820
200003042;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;1;EA;20270820
200003043;10;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;4;EA;20270812
200003044;10;MZ-TG-Y240;;USD;400;350;50;I;;8;EA;20270819
200003044;20;MZ-FG-C990;;USD;721;630,88;90,13;I;;9;EA;20270819
200003044;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;5;EA;20270819
200003044;40;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;6;EA;20270819
200003044;50;CM-FL-V00;;USD;799;699,13;99,88;I;;3;EA;20270819
200003044;60;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;8;EA;20270819
200003045;10;MZ-FG-E102;;USD;399;349,13;49,88;I;;7;EA;20270802
200003045;20;CM-FL-V00;;USD;799;699,13;99,88;I;;7;EA;20270802
200003045;30;MZ-TG-SR01;;USD;4800;4200;600;I;;2;EA;20270802
200003045;40;MZ-FG-E102;;USD;399;349,13;49,88;I;;2;EA;20270802
200003046;10;MZ-TG-Y200;;USD;399;349,13;49,88;I;;7;EA;20270817
200003047;10;MZ-FG-C10;;USD;1200;1050;150;I;;1;EA;20270802
200003047;20;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;4;EA;20270802
200003048;10;MZ-FG-C21;;USD;649;567,88;81,13;I;;8;EA;20270820
200003049;10;MZ-TG-SR01;;USD;4800;4200;600;I;;3;EA;20270822
200003049;20;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;4;EA;20270822
200003049;30;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;1;EA;20270822
200003049;40;MZ-FG-C990;;USD;721;630,88;90,13;I;;2;EA;20270822
200003049;50;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;9;EA;20270822
200003049;60;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;1;EA;20270822
200003050;10;MZ-FG-C10;;USD;1200;1050;150;I;;4;EA;20270831
200003051;10;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;5;EA;20270823
200003051;20;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;3;EA;20270823
200003052;10;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;10;EA;20270818
200003052;20;MZ-FG-E103;;USD;449;392,88;56,13;I;;10;EA;20270818
200003052;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;9;EA;20270818
200003052;40;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;2;EA;20270818
200003052;50;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;6;EA;20270818
200003053;10;MZ-TG-Y240;;USD;400;350;50;I;;10;EA;20270830
200003053;20;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;6;EA;20270830
200003053;30;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;4;EA;20270830
200003054;10;MZ-FG-C10;;USD;1200;1050;150;I;;1;EA;20270822
200003055;10;MZ-TG-Y240;;USD;400;350;50;I;;7;EA;20270818
200003055;20;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;10;EA;20270818
200003055;30;MZ-FG-C10;;USD;1200;1050;150;I;;3;EA;20270818
200003055;40;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;8;EA;20270818
200003055;50;MZ-TG-SR01;;USD;4800;4200;600;I;;3;EA;20270818
200003056;10;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;8;EA;20270910
200003056;20;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;7;EA;20270910
200003056;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;5;EA;20270910
200003056;40;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;3;EA;20270910
200003057;10;MZ-TG-Y200;;USD;399;349,13;49,88;I;;6;EA;20270823
200003057;20;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;6;EA;20270823
200003057;30;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;3;EA;20270823
200003057;40;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;6;EA;20270823
200003057;50;MZ-TG-Y240;;USD;400;350;50;I;;5;EA;20270823
200003058;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;2;EA;20270827
200003058;20;MZ-TG-Y240;;USD;400;350;50;I;;9;EA;20270827
200003058;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;8;EA;20270827
200003059;10;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;4;EA;20270823
200003059;20;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;6;EA;20270823
200003060;10;MZ-FG-E101;;USD;249;217,88;31,13;I;;5;EA;20270910
200003060;20;MZ-FG-C900;;USD;525;459,38;65,63;I;;9;EA;20270910
200003060;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;1;EA;20270910
200003060;40;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;6;EA;20270910
200003060;50;MZ-FG-C10;;USD;1200;1050;150;I;;8;EA;20270910
200003060;60;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;9;EA;20270910
200003061;10;MZ-FG-E102;;USD;399;349,13;49,88;I;;9;EA;20270922
200003061;20;M-01;;USD;319;279,13;39,88;I;;4;EA;20270922
200003062;10;MZ-FG-E101;;USD;249;217,88;31,13;I;;6;EA;20270917
200003062;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;6;EA;20270917
200003063;10;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;9;EA;20270904
200003064;10;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;10;EA;20270924
200003065;10;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;8;EA;20270913
200003066;10;MZ-TG-SR01;;USD;4800;4200;600;I;;1;EA;20270923
200003066;20;MZ-FG-E103;;USD;449;392,88;56,13;I;;2;EA;20270923
200003066;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;7;EA;20270923
200003066;40;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;6;EA;20270923
200003066;50;M-01;;USD;319;279,13;39,88;I;;2;EA;20270923
200003067;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;3;EA;20270908
200003068;10;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;8;EA;20270921
200003068;20;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;5;EA;20270921
200003068;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;10;EA;20270921
200003068;40;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;5;EA;20270921
200003069;10;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;9;EA;20270915
200003069;20;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;4;EA;20270915
200003070;10;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;5;EA;20271003
200003070;20;MZ-FG-C990;;USD;721;630,88;90,13;I;;1;EA;20271003
200003070;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;2;EA;20271003
200003071;10;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;4;EA;20270927
200003071;20;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;7;EA;20270927
200003071;30;M1;;USD;1144;1001;143;I;;5;EA;20270927
200003071;40;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;4;EA;20270927
200003072;10;FG226;;USD;299;261,63;37,38;I;;5;EA;20271018
200003072;20;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;2;EA;20271018
200003072;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;7;EA;20271018
200003072;40;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;8;EA;20271018
200003073;10;MZ-FG-E101;;USD;249;217,88;31,13;I;;10;EA;20270923
200003074;10;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;8;EA;20270926
200003074;20;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;7;EA;20270926
200003074;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;7;EA;20270926
200003075;10;TG11;;USD;3000;2625;375;I;;4;EA;20270928
200003075;20;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;8;EA;20270928
200003075;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;4;EA;20270928
200003076;10;M-01;;USD;319;279,13;39,88;I;;8;EA;20271024
200003076;20;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;5;EA;20271024
200003076;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;4;EA;20271024
200003076;40;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;8;EA;20271024
200003077;10;MZ-FG-C950;;USD;689;602,88;86,13;I;;7;EA;20271020
200003077;20;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;4;EA;20271020
200003077;30;MZ-FG-E102;;USD;399;349,13;49,88;I;;3;EA;20271020
200003078;10;MZ-FG-C950;;USD;689;602,88;86,13;I;;6;EA;20271028
200003078;20;MZ-TG-SR01;;USD;4800;4200;600;I;;8;EA;20271028
200003078;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;3;EA;20271028
200003078;40;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;1;EA;20271028
200003078;50;TG11;;USD;3000;2625;375;I;;8;EA;20271028
200003079;10;MZ-FG-C21;;USD;649;567,88;81,13;I;;7;EA;20271008
200003080;10;M1;;USD;1144;1001;143;I;;10;EA;20271014
200003080;20;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;5;EA;20271014
200003081;10;MZ-TG-Y240;;USD;400;350;50;I;;3;EA;20271022
200003081;20;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;1;EA;20271022
200003081;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;6;EA;20271022
200003082;10;MZ-FG-C900;;USD;525;459,38;65,63;I;;10;EA;20271002
200003082;20;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;8;EA;20271002
200003082;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;8;EA;20271002
200003082;40;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;4;EA;20271002
200003082;50;MZ-FG-C950;;USD;689;602,88;86,13;I;;8;EA;20271002
200003082;60;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;9;EA;20271002
200003083;10;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;9;EA;20271015
200003084;10;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;4;EA;20271017
200003084;20;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;2;EA;20271017
200003084;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;8;EA;20271017
200003084;40;M1;;USD;1144;1001;143;I;;3;EA;20271017
200003084;50;TG11;;USD;3000;2625;375;I;;7;EA;20271017
200003084;60;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;5;EA;20271017
200003085;10;MZ-TG-SR01;;USD;4800;4200;600;I;;7;EA;20271014
200003085;20;MZ-FG-C900;;USD;525;459,38;65,63;I;;1;EA;20271014
200003085;30;MZ-TG-SR01;;USD;4800;4200;600;I;;4;EA;20271014
200003085;40;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;3;EA;20271014
200003086;10;MZ-FG-C950;;USD;689;602,88;86,13;I;;7;EA;20271011
200003086;20;M1;;USD;1144;1001;143;I;;10;EA;20271011
200003087;10;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;4;EA;20271101
200003087;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;5;EA;20271101
200003087;30;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;8;EA;20271101
200003087;40;M-01;;USD;319;279,13;39,88;I;;4;EA;20271101
200003088;10;MZ-FG-C950;;USD;689;602,88;86,13;I;;3;EA;20271019
200003088;20;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;2;EA;20271019
200003088;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;5;EA;20271019
200003088;40;MZ-TG-Y240;;USD;400;350;50;I;;7;EA;20271019
200003089;10;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;5;EA;20271009
200003090;10;M-01;;USD;319;279,13;39,88;I;;7;EA;20271026
200003090;20;MZ-FG-C950;;USD;689;602,88;86,13;I;;5;EA;20271026
200003090;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;9;EA;20271026
200003091;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;3;EA;20271028
200003091;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;8;EA;20271028
200003091;30;M1;;USD;1144;1001;143;I;;9;EA;20271028
200003091;40;TG11;;USD;3000;2625;375;I;;5;EA;20271028
200003091;50;MZ-FG-C900;;USD;525;459,38;65,63;I;;8;EA;20271028
200003091;60;M-01;;USD;319;279,13;39,88;I;;4;EA;20271028
200003092;10;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;9;EA;20271102
200003092;20;MZ-TG-SR01;;USD;4800;4200;600;I;;5;EA;20271102
200003093;10;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;9;EA;20271014
200003093;20;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;7;EA;20271014
200003094;10;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;6;EA;20271021
200003094;20;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;6;EA;20271021
200003094;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;10;EA;20271021
200003095;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;2;EA;20271024
200003095;20;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;2;EA;20271024
200003095;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;8;EA;20271024
200003096;10;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;10;EA;20271021
200003097;10;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;7;EA;20271025
200003098;10;MZ-FG-E102;;USD;399;349,13;49,88;I;;2;EA;20271112
200003099;10;MZ-FG-C900;;USD;525;459,38;65,63;I;;1;EA;20271030
200003099;20;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;7;EA;20271030
200003099;30;MZ-TG-SR01;;USD;4800;4200;600;I;;7;EA;20271030
200003099;40;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;1;EA;20271030
200003099;50;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;1;EA;20271030
200003100;10;MZ-TG-Y240;;USD;400;350;50;I;;10;EA;20271104
200003100;20;M-01;;USD;319;279,13;39,88;I;;4;EA;20271104
200003100;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;7;EA;20271104
200003101;10;MZ-FG-C950;;USD;689;602,88;86,13;I;;9;EA;20271028
200003101;20;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;10;EA;20271028
200003102;10;CM-FL-V00;;USD;799;699,13;99,88;I;;8;EA;20271129
200003103;10;MZ-FG-C990;;USD;721;630,88;90,13;I;;1;EA;20271124
200003103;20;M1;;USD;1144;1001;143;I;;1;EA;20271124
200003103;30;MZ-FG-C10;;USD;1200;1050;150;I;;3;EA;20271124
200003103;40;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;8;EA;20271124
200003103;50;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;4;EA;20271124
200003104;10;MZ-FG-C990;;USD;721;630,88;90,13;I;;10;EA;20271101
200003104;20;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;9;EA;20271101
200003104;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;1;EA;20271101
200003104;40;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;7;EA;20271101
200003104;50;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;7;EA;20271101
200003105;10;MZ-TG-Y200;;USD;399;349,13;49,88;I;;2;EA;20271101
200003105;20;MZ-FG-C990;;USD;721;630,88;90,13;I;;8;EA;20271101
200003105;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;5;EA;20271101
200003105;40;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;7;EA;20271101
200003105;50;MZ-TG-Y200;;USD;399;349,13;49,88;I;;2;EA;20271101
200003105;60;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;3;EA;20271101
200003106;10;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;10;EA;20271129
200003106;20;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;3;EA;20271129
200003106;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;8;EA;20271129
200003107;10;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;5;EA;20271116
200003107;20;MZ-FG-C950;;USD;689;602,88;86,13;I;;8;EA;20271116
200003107;30;CM-FL-V00;;USD;799;699,13;99,88;I;;9;EA;20271116
200003107;40;MZ-TG-Y200;;USD;399;349,13;49,88;I;;9;EA;20271116
200003108;10;CM-FL-V00;;USD;799;699,13;99,88;I;;10;EA;20271124
200003108;20;MZ-FG-C990;;USD;721;630,88;90,13;I;;1;EA;20271124
200003108;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;3;EA;20271124
200003108;40;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;3;EA;20271124
200003108;50;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;2;EA;20271124
200003108;60;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;2;EA;20271124
200003109;10;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;3;EA;20271121
200003109;20;MZ-FG-C10;;USD;1200;1050;150;I;;9;EA;20271121
200003109;30;MZ-FG-E102;;USD;399;349,13;49,88;I;;9;EA;20271121
200003110;10;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;8;EA;20271111
200003110;20;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;7;EA;20271111
200003110;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;1;EA;20271111
200003111;10;MZ-TG-Y240;;USD;400;350;50;I;;9;EA;20271110
200003111;20;M1;;USD;1144;1001;143;I;;1;EA;20271110
200003112;10;MZ-FG-C21;;USD;649;567,88;81,13;I;;6;EA;20271212
200003112;20;MZ-FG-E103;;USD;449;392,88;56,13;I;;6;EA;20271212
200003112;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;3;EA;20271212
200003113;10;MZ-FG-C21;;USD;649;567,88;81,13;I;;9;EA;20271207
200003113;20;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;4;EA;20271207
200003113;30;MZ-FG-E101;;USD;249;217,88;31,13;I;;1;EA;20271207
200003113;40;M-01;;USD;319;279,13;39,88;I;;10;EA;20271207
200003114;10;M-01;;USD;319;279,13;39,88;I;;4;EA;20271128
200003114;20;MZ-TG-Y240;;USD;400;350;50;I;;4;EA;20271128
200003114;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;9;EA;20271128
200003114;40;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;3;EA;20271128
200003114;50;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;1;EA;20271128
200003115;10;CM-FL-V00;;USD;799;699,13;99,88;I;;2;EA;20271207
200003115;20;MZ-TG-SR01;;USD;4800;4200;600;I;;1;EA;20271207
200003115;30;MZ-TG-SR01;;USD;4800;4200;600;I;;5;EA;20271207
200003115;40;MZ-FG-E102;;USD;399;349,13;49,88;I;;5;EA;20271207
200003116;10;FG226;;USD;299;261,63;37,38;I;;8;EA;20271123
200003116;20;FG226;;USD;299;261,63;37,38;I;;8;EA;20271123
200003116;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;8;EA;20271123
200003117;10;MZ-FG-C21;;USD;649;567,88;81,13;I;;5;EA;20271123
200003117;20;M-01;;USD;319;279,13;39,88;I;;7;EA;20271123
200003117;30;MZ-FG-C950;;USD;689;602,88;86,13;I;;6;EA;20271123
200003117;40;MZ-TG-Y200;;USD;399;349,13;49,88;I;;4;EA;20271123
200003118;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;1;EA;20271212
200003119;10;TG11;;USD;3000;2625;375;I;;6;EA;20271218
200003119;20;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;1;EA;20271218
200003120;10;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;9;EA;20271207
200003120;20;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;2;EA;20271207
200003120;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;8;EA;20271207
200003121;10;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;3;EA;20271209
200003121;20;MZ-FG-E101;;USD;249;217,88;31,13;I;;7;EA;20271209
200003121;30;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;9;EA;20271209
200003121;40;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;10;EA;20271209
200003122;10;MZ-TG-Y240;;USD;400;350;50;I;;5;EA;20271205
200003122;20;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;5;EA;20271205
200003122;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;6;EA;20271205
